AGENCY,UPLOADED ON,VALUE
USAID,3/1/2025,585000
USAID,3/1/2025,1334000
USAID,3/1/2025,784000
USAID,3/1/2025,2700000
USAID,3/1/2025,15000000
USAID,3/1/2025,2989489
USAID,3/1/2025,3999050
USAID,3/1/2025,13250000
USAID,3/1/2025,23998320
USAID,3/1/2025,20000000
USAID,3/1/2025,15000000
USAID,3/1/2025,9997201
USAID,3/1/2025,1989145
USAID,3/1/2025,6771813
USAID,3/1/2025,11900000
USAID,3/1/2025,4130000
USAID,3/1/2025,4050616
USAID,3/1/2025,12000000
USAID,3/1/2025,7000000
USAID,3/1/2025,952000
USAID,3/1/2025,1750000
USAID,3/1/2025,6998694
USAID,3/1/2025,5279476
USAID,3/1/2025,250000
USAID,3/1/2025,20000000
USAID,3/1/2025,17000000
USAID,3/1/2025,8882871
USAID,3/1/2025,7700001
USAID,3/1/2025,7106063
USAID,3/1/2025,5707231
USAID,3/1/2025,20000000
USAID,3/1/2025,10000000
USAID,3/1/2025,35000000
USAID,3/1/2025,24994449
USAID,3/1/2025,12000000
USAID,3/1/2025,35000000
USAID,3/1/2025,5001933
USAID,3/1/2025,43000000
USAID,3/1/2025,12500000
USAID,3/1/2025,10000000
USAID,3/1/2025,30000000
USAID,3/1/2025,10000000
USAID,3/1/2025,3200000
USAID,3/1/2025,8000000
USAID,3/1/2025,14000000
USAID,3/1/2025,3250000
USAID,3/1/2025,2000000
USAID,3/1/2025,3000000
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
USAID,3/1/2025,814513
USAID,3/1/2025,8285000
USAID,3/1/2025,8594310
USAID,3/1/2025,9999622
USAID,3/1/2025,12000000
USAID,3/1/2025,29899367
USAID,3/1/2025,65000000
USAID,3/1/2025,33500000
USAID,3/1/2025,9900000
USAID,3/1/2025,29998632
USAID,3/1/2025,3687500
USAID,3/1/2025,2000000
USAID,3/1/2025,25000000
USAID,3/1/2025,1999900
USAID,3/1/2025,4500000
USAID,3/1/2025,200000
USAID,3/1/2025,7500000
USAID,3/1/2025,13720048
USAID,3/1/2025,16922532
USAID,3/1/2025,6500000
USAID,3/1/2025,12000000
USAID,3/1/2025,3600000
USAID,3/1/2025,4400000
USAID,3/1/2025,57000000
USAID,3/1/2025,1493320
USAID,3/1/2025,15000000
USAID,3/1/2025,12000000
USAID,3/1/2025,1500000
USAID,3/1/2025,255000
USAID,3/1/2025,491453
USAID,3/1/2025,6819764
USAID,3/1/2025,3999074
USAID,3/1/2025,10000000
USAID,3/1/2025,15000000
USAID,3/1/2025,1000000
USAID,3/1/2025,4128559
USAID,3/1/2025,1028612
USAID,3/1/2025,4000000
USAID,3/1/2025,4000000
USAID,3/1/2025,15000000
USAID,3/1/2025,5000000
USAID,3/1/2025,59998973
USAID,3/1/2025,6200000
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
USAID,3/1/2025,8000000
USAID,3/1/2025,7000000
USAID,3/1/2025,5000000
USAID,3/1/2025,5000000
USAID,3/1/2025,2892700
USAID,3/1/2025,750000
USAID,3/1/2025,4403935
USAID,3/1/2025,9500000
USAID,3/1/2025,2000000
USAID,3/1/2025,3550000
USAID,3/1/2025,2322000
USAID,3/1/2025,4075000
USAID,3/1/2025,1438000
USAID,3/1/2025,31000000
USAID,3/1/2025,2250000
USAID,3/1/2025,20000000
USAID,3/1/2025,1200000
USAID,3/1/2025,22000000
USAID,3/1/2025,2000000
USAID,3/1/2025,4600000
USAID,3/1/2025,20000000
USAID,3/1/2025,2000000
USAID,3/1/2025,10000000
USAID,3/1/2025,8000000
USAID,3/1/2025,6000000
USAID,3/1/2025,1500000
USAID,3/1/2025,1200000
USAID,3/1/2025,1550000
USAID,3/1/2025,1770000
USAID,3/1/2025,950000
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
USAID,3/1/2025,550000
USAID,3/1/2025,4000000
USAID,3/1/2025,400000
USAID,3/1/2025,2000000
USAID,3/1/2025,52181653
USAID,3/1/2025,28000000
USAID,3/1/2025,17909054
USAID,3/1/2025,3000000
USAID,3/1/2025,8800000
USAID,3/1/2025,3000000
USAID,3/1/2025,18200000
USAID,3/1/2025,30000000
USAID,3/1/2025,5000000
USAID,3/1/2025,31367835
USAID,3/1/2025,8600000
USAID,3/1/2025,250000
USAID,3/1/2025,2300000
USAID,3/1/2025,5000000
USAID,3/1/2025,1430000
USAID,3/1/2025,243000
USAID,3/1/2025,7355000
USAID,3/1/2025,1500000
USAID,3/1/2025,12000000
USAID,3/1/2025,12000000
USAID,3/1/2025,2000000
USAID,3/1/2025,2500000
USAID,3/1/2025,3000000
USAID,3/1/2025,4700000
USAID,3/1/2025,137606
USAID,3/1/2025,2250000
USAID,3/1/2025,1000000
USAID,3/1/2025,2094720
USAID,3/1/2025,9996101
USAID,3/1/2025,15000000
USAID,3/1/2025,200000
USAID,3/1/2025,3357433
USAID,3/1/2025,550000
USAID,3/1/2025,8803442
USAID,3/1/2025,1000000
USAID,3/1/2025,5340223
USAID,3/1/2025,9800000
USAID,3/1/2025,6312652
USAID,3/1/2025,100000
USAID,3/1/2025,100000
USAID,3/1/2025,307625
USAID,3/1/2025,9906558
USAID,3/1/2025,14000000
USAID,3/1/2025,1200000
USAID,3/1/2025,8250000
USAID,3/1/2025,12000000
USAID,3/1/2025,4500000
USAID,3/1/2025,4000000
USAID,3/1/2025,800000
USAID,3/1/2025,8300000
USAID,3/1/2025,10000000
USAID,3/1/2025,18000000
USAID,3/1/2025,18000000
USAID,3/1/2025,5000000
USAID,3/1/2025,8000000
USAID,3/1/2025,20000000
USAID,3/1/2025,7600000
USAID,3/1/2025,1124257
USAID,3/1/2025,1000000
USAID,3/1/2025,12000000
USAID,3/1/2025,9382688
USAID,3/1/2025,9025000
USAID,3/1/2025,9700000
USAID,3/1/2025,500000
USAID,3/1/2025,49980
USAID,3/1/2025,24000
USAID,3/1/2025,24894
USAID,3/1/2025,42171
USAID,3/1/2025,49192
USAID,3/1/2025,50000
USAID,3/1/2025,42532
USAID,3/1/2025,50000
USAID,3/1/2025,15450309
USAID,3/1/2025,41749994
USAID,3/1/2025,5158002
USAID,3/1/2025,3800000
USAID,3/1/2025,1000000
USAID,3/1/2025,6000000
USAID,3/1/2025,4597605
USAID,3/1/2025,4440739
USAID,3/1/2025,3994193
USAID,3/1/2025,1700000
USAID,3/1/2025,1198260
USAID,3/1/2025,11695268
USAID,3/1/2025,25824929
USAID,3/1/2025,500000
USAID,3/1/2025,17000000
USAID,3/1/2025,1000000
USAID,3/1/2025,39780462
USAID,3/1/2025,5000000
USAID,3/1/2025,1718151
USAID,3/1/2025,63250000
USAID,3/1/2025,5000000
USAID,3/1/2025,4000000
USAID,3/1/2025,8278547
USAID,3/1/2025,7728190
USAID,3/1/2025,5000000
USAID,3/1/2025,25670000
USAID,3/1/2025,18999087
USAID,3/1/2025,7000000
USAID,3/1/2025,2000000
USAID,3/1/2025,4911191
USAID,3/1/2025,53195423
USAID,3/1/2025,2560000
USAID,3/1/2025,25350000
USAID,3/1/2025,3000000
USAID,3/1/2025,5000000
USAID,3/1/2025,12000000
USAID,3/1/2025,16492935
USAID,3/1/2025,9000000
USAID,3/1/2025,14270346
USAID,3/1/2025,500000
USAID,3/1/2025,300000
USAID,3/1/2025,800000
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
USAID,3/1/2025,29000000
USAID,3/1/2025,29000000
USAID,3/1/2025,4950000
USAID,3/1/2025,24500000
USAID,3/1/2025,52500000
USAID,3/1/2025,2660000
USAID,3/1/2025,12000000
USAID,3/1/2025,2000000
USAID,3/1/2025,7800000
USAID,3/1/2025,24000000
USAID,3/1/2025,13000000
USAID,3/1/2025,5100000
USAID,3/1/2025,7544815
USAID,3/1/2025,7530557
USAID,3/1/2025,15977337
USAID,3/1/2025,9683259
USAID,3/1/2025,14624355
USAID,3/1/2025,7000000
USAID,3/1/2025,6989453
USAID,3/1/2025,7999810
USAID,3/1/2025,8473001
USAID,3/1/2025,4793651
USAID,3/1/2025,500000
USAID,3/1/2025,999703
USAID,3/1/2025,1999451
USAID,3/1/2025,6500000
USAID,3/1/2025,12600000
USAID,3/1/2025,12700000
USAID,3/1/2025,8000000
USAID,3/1/2025,49000000
USAID,3/1/2025,3000000
USAID,3/1/2025,500000
USAID,3/1/2025,500000
USAID,3/1/2025,50000
USAID,3/1/2025,1000000
USAID,3/1/2025,5000000
USAID,3/1/2025,3500000
USAID,3/1/2025,1500000
USAID,3/1/2025,5000000
USAID,3/1/2025,6104558
USAID,3/1/2025,24000000
USAID,3/1/2025,4000000
USAID,3/1/2025,34333376
USAID,3/1/2025,2500000
USAID,3/1/2025,22800000
USAID,3/1/2025,9901234
USAID,3/1/2025,2000000
USAID,3/1/2025,1501937
USAID,3/1/2025,16000000
USAID,3/1/2025,24500000
USAID,3/1/2025,13000000
USAID,3/1/2025,7000000
USAID,3/1/2025,55388078
USAID,3/1/2025,3550000
USAID,3/1/2025,1000000
USAID,3/1/2025,3000000
USAID,3/1/2025,44000000
USAID,3/1/2025,8500000
USAID,3/1/2025,13500000
USAID,3/1/2025,500000
USAID,3/1/2025,17799036
USAID,3/1/2025,49000000
USAID,3/1/2025,15915819
USAID,3/1/2025,13998188
USAID,3/1/2025,3565000
USAID,3/1/2025,25000000
USAID,3/1/2025,10000000
USAID,3/1/2025,1000000
USAID,3/1/2025,2000000
USAID,3/1/2025,850000
USAID,3/1/2025,10000000
USAID,3/1/2025,2000000
USAID,3/1/2025,1000000
USAID,3/1/2025,727500
USAID,3/1/2025,9000000
USAID,3/1/2025,2883989
USAID,3/1/2025,2000000
USAID,3/1/2025,2700000
USAID,3/1/2025,5000000
USAID,3/1/2025,24000000
USAID,3/1/2025,3000000
USAID,3/1/2025,3000000
USAID,3/1/2025,3000000
USAID,3/1/2025,6000000
USAID,3/1/2025,150000
USAID,3/1/2025,1941134
USAID,3/1/2025,75000000
USAID,3/1/2025,65000000
USAID,3/1/2025,8000000
USAID,3/1/2025,25000000
USAID,3/1/2025,42000000
USAID,3/1/2025,20750000
USAID,3/1/2025,15999797
USAID,3/1/2025,7000000
USAID,3/1/2025,1990404
USAID,3/1/2025,1832766
USAID,3/1/2025,1998586
USAID,3/1/2025,15006650
USAID,3/1/2025,45000000
USAID,3/1/2025,2587294
USAID,3/1/2025,29702970
USAID,3/1/2025,8200008
USAID,3/1/2025,1500000
USAID,3/1/2025,6022120
USAID,3/1/2025,10000000
USAID,3/1/2025,12500000
USAID,3/1/2025,8994971
USAID,3/1/2025,12729870
USAID,3/1/2025,23173730
USAID,3/1/2025,2282947
USAID,3/1/2025,3387825
USAID,3/1/2025,500000
USAID,3/1/2025,491000
USAID,3/1/2025,999922
USAID,3/1/2025,32081191
USAID,3/1/2025,4600000
USAID,3/1/2025,15923172
USAID,3/1/2025,1100000
USAID,3/1/2025,50000000
USAID,3/1/2025,9000000
USAID,3/1/2025,500000
USAID,3/1/2025,6700000
USAID,3/1/2025,40000000
USAID,3/1/2025,25000000
USAID,3/1/2025,5500000
USAID,3/1/2025,2199858
USAID,3/1/2025,2000000
USAID,3/1/2025,23008874
USAID,3/1/2025,5520887
USAID,3/1/2025,30290000
USAID,3/1/2025,18987500
USAID,3/1/2025,11600000
USAID,3/1/2025,2997692
USAID,3/1/2025,10000000
USAID,3/1/2025,5500000
USAID,3/1/2025,40500000
USAID,3/1/2025,17500000
USAID,3/1/2025,3506825
USAID,3/1/2025,3000000
USAID,3/1/2025,10665738
USAID,3/1/2025,32000000
USAID,3/1/2025,25500000
USAID,3/1/2025,14400000
USAID,3/1/2025,32989075
USAID,3/1/2025,17000000
USAID,3/1/2025,2300000
USAID,3/1/2025,800000
USAID,3/1/2025,1000000
USAID,3/1/2025,1000000
USAID,3/1/2025,49000000
USAID,3/1/2025,100000
USAID,3/1/2025,16580894
USAID,3/1/2025,17000000
USAID,3/1/2025,2560000
USAID,3/1/2025,6000000
USAID,3/1/2025,9837898
USAID,3/1/2025,39487738
USAID,3/1/2025,7000000
USAID,3/1/2025,24872212
USAID,3/1/2025,10000000
USAID,3/1/2025,25500000
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
USAID,3/1/2025,32060456
USAID,3/1/2025,34550649
USAID,3/1/2025,45332270
USAID,3/1/2025,2009769
USAID,3/1/2025,39500000
USAID,3/1/2025,4443011
USAID,3/1/2025,2100000
USAID,3/1/2025,12484541
USAID,3/1/2025,4500000
USAID,3/1/2025,7678943
USAID,3/1/2025,21500103
USAID,3/1/2025,60000000
USAID,3/1/2025,9500000
USAID,3/1/2025,9750000
USAID,3/1/2025,48980980
USAID,3/1/2025,31000000
USAID,3/1/2025,590000
USAID,3/1/2025,400000
USAID,3/1/2025,510000
USAID,3/1/2025,24999971
USAID,3/1/2025,40000000
USAID,3/1/2025,60000000
USAID,3/1/2025,12000000
USAID,3/1/2025,16500000
USAID,3/1/2025,5000000
USAID,3/1/2025,5000000
USAID,3/1/2025,19578496
USAID,3/1/2025,15000000
USAID,3/1/2025,30000000
USAID,3/1/2025,4999053
USAID,3/1/2025,74935792
USAID,3/1/2025,24900000
USAID,3/1/2025,45717
USAID,3/1/2025,4097
USAID,3/1/2025,3500000
USAID,3/1/2025,35722210
USAID,3/1/2025,51433519
USAID,3/1/2025,9000000
USAID,3/1/2025,3441983
USAID,3/1/2025,2522229
USAID,3/1/2025,3000000
USAID,3/1/2025,7500000
USAID,3/1/2025,47000000
USAID,3/1/2025,2312986
USAID,3/1/2025,1353755
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
USAID,3/1/2025,8000000
USAID,3/1/2025,1836000
USAID,3/1/2025,8000000
USAID,3/1/2025,624879
USAID,3/1/2025,1500000
USAID,3/1/2025,1400000
USAID,3/1/2025,3500000
USAID,3/1/2025,956013
USAID,3/1/2025,17000000
USAID,3/1/2025,1349772
USAID,3/1/2025,1500000
USAID,3/1/2025,1450000
USAID,3/1/2025,3400000
USAID,3/1/2025,20000000
USAID,3/1/2025,5850000
USAID,3/1/2025,5460753
USAID,3/1/2025,17500000
USAID,3/1/2025,38900000
USAID,3/1/2025,24871142
USAID,3/1/2025,29152273
USAID,3/1/2025,2996236
USAID,3/1/2025,15700000
USAID,3/1/2025,12031475
USAID,3/1/2025,14999636
USAID,3/1/2025,14842623
USAID,3/1/2025,35500000
USAID,3/1/2025,25299587
USAID,3/1/2025,23500000
USAID,3/1/2025,55500000
USAID,3/1/2025,24872273
USAID,3/1/2025,4313000
USAID,3/1/2025,10000000
USAID,3/1/2025,20000000
USAID,3/1/2025,6836460
USAID,3/1/2025,3000000
USAID,3/1/2025,3000000
USAID,3/1/2025,2999486
USAID,3/1/2025,2481250
USAID,3/1/2025,10000000
USAID,3/1/2025,28795264
USAID,3/1/2025,1999939
USAID,3/1/2025,25225000
USAID,3/1/2025,1999999
USAID,3/1/2025,2022598
USAID,3/1/2025,2200000
USAID,3/1/2025,300000
USAID,3/1/2025,1000000
USAID,3/1/2025,2200000
USAID,3/1/2025,2000000
USAID,3/1/2025,34996771
USAID,3/1/2025,2749226
USAID,3/1/2025,4000000
USAID,3/1/2025,2501577
USAID,3/1/2025,5400000
USAID,3/1/2025,1000000
USAID,3/1/2025,10000000
USAID,3/1/2025,4000000
USAID,3/1/2025,600000
USAID,3/1/2025,5000000
USAID,3/1/2025,13000000
USAID,3/1/2025,3600000
USAID,3/1/2025,1249091
USAID,3/1/2025,500000
USAID,3/1/2025,964997
USAID,3/1/2025,24145648
USAID,3/1/2025,22417641
USAID,3/1/2025,25474545
USAID,3/1/2025,20300164
USAID,3/1/2025,41000000
USAID,3/1/2025,290000
USAID,3/1/2025,4500000
USAID,3/1/2025,5000000
USAID,3/1/2025,25000000
USAID,3/1/2025,1377046
USAID,3/1/2025,100000
USAID,3/1/2025,25000
USAID,3/1/2025,400000
USAID,3/1/2025,300000
USAID,3/1/2025,5379500
USAID,3/1/2025,6350000
USAID,3/1/2025,217840
USAID,3/1/2025,4200000
USAID,3/1/2025,4430000
USAID,3/1/2025,30000000
USAID,3/1/2025,4191262
USAID,3/1/2025,3000000
USAID,3/1/2025,38700000
USAID,3/1/2025,28000000
USAID,3/1/2025,24900000
USAID,3/1/2025,6000000
USAID,3/1/2025,3999247
USAID,3/1/2025,500000
USAID,3/1/2025,3000000
USAID,3/1/2025,3000000
USAID,3/1/2025,4000000
USAID,3/1/2025,6092631
USAID,3/1/2025,6300000
USAID,3/1/2025,6000000
USAID,3/1/2025,1733688
USAID,3/1/2025,2964727
USAID,3/1/2025,1870000
USAID,3/1/2025,2000000
USAID,3/1/2025,3450000
USAID,3/1/2025,1199859
USAID,3/1/2025,761243
USAID,3/1/2025,3985538
USAID,3/1/2025,6000000
USAID,3/1/2025,7600000
USAID,3/1/2025,800000
USAID,3/1/2025,525000
USAID,3/1/2025,25000000
USAID,3/1/2025,2550000
USAID,3/1/2025,1800000
USAID,3/1/2025,2615760
USAID,3/1/2025,2576839
USAID,3/1/2025,3211944
USAID,3/1/2025,20000000
USAID,3/1/2025,1148030
USAID,3/1/2025,6000000
USAID,3/1/2025,8797645
USAID,3/1/2025,28456946
USAID,3/1/2025,13311460
USAID,3/1/2025,11000000
USAID,3/1/2025,3000000
USAID,3/1/2025,1200000
USAID,3/1/2025,7498733
USAID,3/1/2025,4424810
USAID,3/1/2025,2894688
USAID,3/1/2025,2939583
USAID,3/1/2025,2000000
USAID,3/1/2025,2994865
USAID,3/1/2025,2400000
USAID,3/1/2025,5000000
USAID,3/1/2025,6063735
USAID,3/1/2025,1713275
USAID,3/1/2025,59997776
USAID,3/1/2025,2700000
USAID,3/1/2025,999977
USAID,3/1/2025,2000000
USAID,3/1/2025,9756243
USAID,3/1/2025,4500000
USAID,3/1/2025,9550000
USAID,3/1/2025,4200000
USAID,3/1/2025,9750000
USAID,3/1/2025,6623744
USAID,3/1/2025,2600000
USAID,3/1/2025,2100000
USAID,3/1/2025,9800504
USAID,3/1/2025,2200000
USAID,3/1/2025,815000
USAID,3/1/2025,2700000
USAID,3/1/2025,3500000
USAID,3/1/2025,11024004
USAID,3/1/2025,321508
USAID,3/1/2025,700000
USAID,3/1/2025,1249999
USAID,3/1/2025,2000105
USAID,3/1/2025,2450000
USAID,3/1/2025,19013604
USAID,3/1/2025,6200000
USAID,3/1/2025,1050381
USAID,3/1/2025,1200000
USAID,3/1/2025,2593378
USAID,3/1/2025,1100000
USAID,3/1/2025,320000
USAID,3/1/2025,2904460
USAID,3/1/2025,2839195
USAID,3/1/2025,6500000
USAID,3/1/2025,1998792
USAID,3/1/2025,32900000
USAID,3/1/2025,1950000
USAID,3/1/2025,2190192
USAID,3/1/2025,1050000
USAID,3/1/2025,2399450
USAID,3/1/2025,29505500
USAID,3/1/2025,463789
USAID,3/1/2025,998632
USAID,3/1/2025,20670000
USAID,3/1/2025,10000000
USAID,3/1/2025,2500000
USAID,3/1/2025,1700000
USAID,3/1/2025,4453230
USAID,3/1/2025,3000000
USAID,3/1/2025,1600000
USAID,3/1/2025,744522
USAID,3/1/2025,1996396
USAID,3/1/2025,853990
USAID,3/1/2025,14801057
USAID,3/1/2025,1716080
USAID,3/1/2025,6000000
USAID,3/1/2025,2990693
USAID,3/1/2025,2500000
USAID,3/1/2025,1500000
USAID,3/1/2025,10000000
USAID,3/1/2025,1600000
USAID,3/1/2025,10338213
USAID,3/1/2025,2000000
USAID,3/1/2025,2698170
USAID,3/1/2025,3049805
USAID,3/1/2025,4200000
USAID,3/1/2025,3630000
USAID,3/1/2025,15000000
USAID,3/1/2025,93422312
USAID,3/1/2025,90677725
USAID,3/1/2025,92915900
USAID,3/1/2025,350044
USAID,3/1/2025,5943850
USAID,3/1/2025,843010
USAID,3/1/2025,19390000
USAID,3/1/2025,17000000
USAID,3/1/2025,12000000
USAID,3/1/2025,769570
USAID,3/1/2025,1900000
USAID,3/1/2025,1000000
USAID,3/1/2025,28681817
USAID,3/1/2025,499601
USAID,3/1/2025,1660926
USAID,3/1/2025,3017000
USAID,3/1/2025,4999000
USAID,3/1/2025,984173
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
USAID,3/1/2025,893682
USAID,3/1/2025,1105641
USAID,3/1/2025,1500000
USAID,3/1/2025,2000000
USAID,3/1/2025,5000000
USAID,3/1/2025,1500000
USAID,3/1/2025,303622
USAID,3/1/2025,699964
USAID,3/1/2025,646794
USAID,3/1/2025,400000
USAID,3/1/2025,2000000
USAID,3/1/2025,1188179
USAID,3/1/2025,3949999
USAID,3/1/2025,3727379
USAID,3/1/2025,1200000
USAID,3/1/2025,3000000
USAID,3/1/2025,3350000
USAID,3/1/2025,1452132
USAID,3/1/2025,1500000
USAID,3/1/2025,650000
USAID,3/1/2025,250000
USAID,3/1/2025,790000
USAID,3/1/2025,3500000
USAID,3/1/2025,2200000
USAID,3/1/2025,1350000
USAID,3/1/2025,1500000
USAID,3/1/2025,1434525
USAID,3/1/2025,5800000
USAID,3/1/2025,3000000
USAID,3/1/2025,600000
USAID,3/1/2025,2506685
USAID,3/1/2025,2250000
USAID,3/1/2025,1170000
USAID,3/1/2025,500000
USAID,3/1/2025,3000000
USAID,3/1/2025,1450000
USAID,3/1/2025,2400000
USAID,3/1/2025,38157
USAID,3/1/2025,2500000
USAID,3/1/2025,384628
USAID,3/1/2025,596553
USAID,3/1/2025,805755
USAID,3/1/2025,12825000
USAID,3/1/2025,648363
USAID,3/1/2025,357480
USAID,3/1/2025,1300000
USAID,3/1/2025,3000000
USAID,3/1/2025,1594296
USAID,3/1/2025,2600000
USAID,3/1/2025,6000000
USAID,3/1/2025,13951870
USAID,3/1/2025,750000
USAID,3/1/2025,3500000
USAID,3/1/2025,2100000
USAID,3/1/2025,684157
USAID,3/1/2025,2000000
USAID,3/1/2025,800000
USAID,3/1/2025,1185000
USAID,3/1/2025,300000
USAID,3/1/2025,999000
USAID,3/1/2025,1600000
USAID,3/1/2025,1500000
USAID,3/1/2025,1300000
USAID,3/1/2025,2000000
USAID,3/1/2025,8900000
USAID,3/1/2025,24100000
USAID,3/1/2025,500000
USAID,3/1/2025,3024362
USAID,3/1/2025,1990285
USAID,3/1/2025,2250000
USAID,3/1/2025,6000000
USAID,3/1/2025,2200000
USAID,3/1/2025,736750
USAID,3/1/2025,499861
USAID,3/1/2025,10000000
USAID,3/1/2025,1250000
USAID,3/1/2025,1500000
USAID,3/1/2025,8510234
USAID,3/1/2025,6690000
USAID,3/1/2025,8898135
USAID,3/1/2025,4000000
USAID,3/1/2025,7207406
USAID,3/1/2025,1149950
USAID,3/1/2025,7500000
USAID,3/1/2025,1200000
USAID,3/1/2025,400000
USAID,3/1/2025,2600436
USAID,3/1/2025,15000000
USAID,3/1/2025,1200000
USAID,3/1/2025,5500000
USAID,3/1/2025,1000000
USAID,3/1/2025,1110763
USAID,3/1/2025,6500000
USAID,3/1/2025,6750000
USAID,3/1/2025,1000000
USAID,3/1/2025,54046540
USAID,3/1/2025,35542727
USAID,3/1/2025,72000000
USAID,3/1/2025,72000000
USAID,3/1/2025,458146
USAID,3/1/2025,2000000
USAID,3/1/2025,850000
USAID,3/1/2025,999938
USAID,3/1/2025,2000000
USAID,3/1/2025,644523
USAID,3/1/2025,2400000
USAID,3/1/2025,3000000
USAID,3/1/2025,6751149
USAID,3/1/2025,250000
USAID,3/1/2025,1372966
USAID,3/1/2025,1000000
USAID,3/1/2025,1800000
USAID,3/1/2025,500000
USAID,3/1/2025,3037700
USAID,3/1/2025,5500000
USAID,3/1/2025,1800000
USAID,3/1/2025,600000
USAID,3/1/2025,996258
USAID,3/1/2025,500000
USAID,3/1/2025,350000
USAID,3/1/2025,767856
USAID,3/1/2025,6500000
USAID,3/1/2025,2000000
USAID,3/1/2025,550000
USAID,3/1/2025,2000000
USAID,3/1/2025,1185754
USAID,3/1/2025,1000000
USAID,3/1/2025,2000000
USAID,3/1/2025,269302
USAID,3/1/2025,1200000
USAID,3/1/2025,1000000
USAID,3/1/2025,250000
USAID,3/1/2025,3800000
USAID,3/1/2025,1500000
USAID,3/1/2025,1500000
USAID,3/1/2025,1100000
USAID,3/1/2025,1750000
USAID,3/1/2025,2500000
USAID,3/1/2025,2000000
USAID,3/1/2025,1970000
USAID,3/1/2025,998599
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
USAID,3/1/2025,505877
USAID,3/1/2025,3570000
USAID,3/1/2025,1500000
USAID,3/1/2025,900000
USAID,3/1/2025,700000
USAID,3/1/2025,1500000
USAID,3/1/2025,1500000
USAID,3/1/2025,900000
USAID,3/1/2025,960173
USAID,3/1/2025,1900000
USAID,3/1/2025,273912
USAID,3/1/2025,1600000
USAID,3/1/2025,900000
USAID,3/1/2025,5500000
USAID,3/1/2025,12000000
USAID,3/1/2025,3000000
USAID,3/1/2025,500000
USAID,3/1/2025,900000
USAID,3/1/2025,6960000
USAID,3/1/2025,1228160
USAID,3/1/2025,3700000
USAID,3/1/2025,15000000
USAID,3/1/2025,2200000
USAID,3/1/2025,2000000
USAID,3/1/2025,500000
USAID,3/1/2025,2100000
USAID,3/1/2025,1500000
USAID,3/1/2025,400000
USAID,3/1/2025,200000
USAID,3/1/2025,2111092
USAID,3/1/2025,600000
USAID,3/1/2025,797969
USAID,3/1/2025,250000
USAID,3/1/2025,500000
USAID,3/1/2025,300000
USAID,3/1/2025,460000
USAID,3/1/2025,3000000
USAID,3/1/2025,500000
USAID,3/1/2025,749734
USAID,3/1/2025,302585
USAID,3/1/2025,843400
USAID,3/1/2025,2400000
USAID,3/1/2025,800000
USAID,3/1/2025,3000000
USAID,3/1/2025,878055
USAID,3/1/2025,5500000
USAID,3/1/2025,5700000
USAID,3/1/2025,218460
USAID,3/1/2025,1050000
USAID,3/1/2025,273096
USAID,3/1/2025,4049982
USAID,3/1/2025,1199700
USAID,3/1/2025,1999558
USAID,3/1/2025,1500000
USAID,3/1/2025,66377960
USAID,3/1/2025,40245916
USAID,3/1/2025,11248539
USAID,3/1/2025,8050000
USAID,3/1/2025,3500000
USAID,3/1/2025,6000000
USAID,3/1/2025,570400
USAID,3/1/2025,630000
USAID,3/1/2025,905487
USAID,3/1/2025,500000
USAID,3/1/2025,1000000
USAID,3/1/2025,30388940
USAID,3/1/2025,1127000
USAID,3/1/2025,300000
USAID,3/1/2025,5000000
USAID,3/1/2025,4404718
USAID,3/1/2025,899802
USAID,3/1/2025,499809
USAID,3/1/2025,600000
USAID,3/1/2025,1000000
USAID,3/1/2025,1200000
USAID,3/1/2025,750000
USAID,3/1/2025,800000
USAID,3/1/2025,2395516
USAID,3/1/2025,507600
USAID,3/1/2025,1250000
USAID,3/1/2025,1910000
USAID,3/1/2025,2000000
USAID,3/1/2025,7000000
USAID,3/1/2025,1800000
USAID,3/1/2025,1000000
USAID,3/1/2025,5500000
USAID,3/1/2025,265000
USAID,3/1/2025,34230300
USAID,3/1/2025,6500000
USAID,3/1/2025,2000000
USAID,3/1/2025,1100000
USAID,3/1/2025,2700000
USAID,3/1/2025,1000000
USAID,3/1/2025,10500000
USAID,3/1/2025,500000
USAID,3/1/2025,8246000
USAID,3/1/2025,1800000
USAID,3/1/2025,7000000
USAID,3/1/2025,9000000
USAID,3/1/2025,449994
USAID,3/1/2025,850000
USAID,3/1/2025,1600000
USAID,3/1/2025,15000000
USAID,3/1/2025,7630867
USAID,3/1/2025,1847892
USAID,3/1/2025,865198
USAID,3/1/2025,7381500
USAID,3/1/2025,476000
USAID,3/1/2025,705000
USAID,3/1/2025,600000
USAID,3/1/2025,978815
USAID,3/1/2025,990423
USAID,3/1/2025,1921562
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
USAID,3/1/2025,2000000
